id,name,description,classification,emballage
dom_classification_onu_572,1848,ACIDE PROPIONIQUE contenant au moins 10% mais moins de 90% (masse) d'acide,C3,3
dom_classification_onu_573,1849,SULFURE DE SODIUM HYDRATÉ contenant au moins 30% d'eau,C6,2
dom_classification_onu_574,1851,MÉDICAMENT LIQUIDE TOXIQUE N.S.A.,T1,2
dom_classification_onu_575,1851,MÉDICAMENT LIQUIDE TOXIQUE N.S.A.,T1,3
dom_classification_onu_576,1858,HEXAFLUORO-PROPYLÈNE (GAZ RÉFRIGÉRANT R 1216),2A,
dom_classification_onu_577,1862,CROTONATE D'ÉTHYLE,F1,2
dom_classification_onu_578,1863,CARBURÉACTEUR,F1,1
dom_classification_onu_579,1863,CARBURÉACTEUR,F1,3
dom_classification_onu_580,1863,CARBURÉACTEUR (pression de vapeur à 50 °C inférieure ou égale à 110 kPa),F1,2
dom_classification_onu_581,1863,CARBURÉACTEUR (pression de vapeur à 50 °C supérieure à 110 kPa),F1,2
dom_classification_onu_582,1865,NITRATE DE n-PROPYLE,F1,2
dom_classification_onu_583,1866,RÉSINE EN SOLUTION inflammable,F1,1
dom_classification_onu_584,1866,RÉSINE EN SOLUTION inflammable ,F1,3
dom_classification_onu_585,1866,RÉSINE EN SOLUTION inflammable (ayant un point d¿éclair inférieur à 23 °C et visqueux selon 2.2.3.1.4) (pression de vapeur à 50 °C inférieure ou égale à 110 kPa),F1,3
dom_classification_onu_586,1866,RÉSINE EN SOLUTION inflammable (ayant un point d¿éclair inférieur à 23 °C et visqueux selon 2.2.3.1.4) (pression de vapeur à 50 °C supérieure à 110 kPa point d'ébullition supérieur à 35 °C),F1,3
dom_classification_onu_587,1866,RÉSINE EN SOLUTION inflammable (pression de vapeur à 50 °C inférieure ou égale à 110 kPa),F1,2
dom_classification_onu_588,1866,RÉSINE EN SOLUTION inflammable (pression de vapeur à 50 °C supérieure à 110 kPa),F1,2
dom_classification_onu_589,1868,DÉCABORANE,FT2,2
dom_classification_onu_590,1869,MAGNÉSIUM ou ALLIAGES DE MAGNÉSIUM contenant plus de 50% de magnésium sous forme de granulés de tournures ou de rubans,F3,3
dom_classification_onu_591,1871,HYDRURE DE TITANE,F3,2
dom_classification_onu_592,1872,DIOXYDE DE PLOMB,OT2,3
dom_classification_onu_593,1884,OXYDE DE BARYUM,T5,3
dom_classification_onu_594,1885,BENZIDINE,T2,2
dom_classification_onu_595,1886,CHLORURE DE BENZYLIDÈNE,T1,2
dom_classification_onu_596,1887,BROMOCHLORO-MÉTHANE,T1,3
dom_classification_onu_597,1888,CHLOROFORME,T1,3
dom_classification_onu_598,1891,BROMURE D'ÉTHYLE,T1,2
dom_classification_onu_599,1894,HYDROXYDE DE PHÉNYLMERCURE,T3,2
dom_classification_onu_600,1895,NITRATE DE PHÉNYLMERCURE,T3,2
dom_classification_onu_601,1897,TÉTRACHLORÉTHYLÈNE,T1,3
dom_classification_onu_602,1898,IODURE D'ACÉTYLE,C3,2
dom_classification_onu_603,1902,PHOSPHATE ACIDE DE DIISOOCTYLE,C3,3
dom_classification_onu_604,1903,DÉSINFECTANT LIQUIDE CORROSIF N.S.A.,C9,2
dom_classification_onu_605,1903,DÉSINFECTANT LIQUIDE CORROSIF N.S.A.,C9,3
dom_classification_onu_606,1906,ACIDE RÉSIDUAIRE DE RAFFINAGE,C1,2
dom_classification_onu_607,1907,CHAUX SODÉE contenant plus de 4% d'hydroxyde de sodium,C6,3
dom_classification_onu_608,1908,CHLORITE EN SOLUTION,C9,2
dom_classification_onu_609,1908,CHLORITE EN SOLUTION,C9,3
dom_classification_onu_610,1913,NÉON LIQUIDE RÉFRIGÉRÉ,3A,
dom_classification_onu_611,1914,PROPIONATES DE BUTYLE,F1,3
dom_classification_onu_612,1915,CYCLOHEXANONE,F1,3
dom_classification_onu_613,1916,ÉTHER DICHLORO-22' DIÉTHYLIQUE,TF1,2
dom_classification_onu_614,1917,ACRYLATE D'ÉTHYLE STABILISÉ,F1,2
dom_classification_onu_615,1918,ISOPROPYLBENZÈNE,F1,3
dom_classification_onu_616,1919,ACRYLATE DE MÉTHYLE STABILISÉ,F1,2
dom_classification_onu_617,1920,NONANES,F1,3
dom_classification_onu_618,1922,PYRROLIDINE,FC,2
dom_classification_onu_619,1931,DITHIONITE DE ZINC (HYDROSULFITE DE ZINC),M11,3
dom_classification_onu_620,1935,CYANURE EN SOLUTION N.S.A.,T4,2
dom_classification_onu_621,1935,CYANURE EN SOLUTION N.S.A.,T4,3
dom_classification_onu_622,1938,ACIDE BROMACÉTIQUE EN SOLUTION,C3,2
dom_classification_onu_623,1938,ACIDE BROMACÉTIQUE EN SOLUTION,C3,3
dom_classification_onu_624,1939,OXYBROMURE DE PHOSPHORE,C2,2
dom_classification_onu_625,1940,ACIDE THIOGLYCOLIQUE,C3,2
dom_classification_onu_626,1941,DIBROMODIFLUORO-MÉTHANE,M11,3
dom_classification_onu_627,1942,NITRATE D'AMMONIUM contenant au plus 02% de matières combustibles totales (y compris les matières organiques exprimées en équivalent carbone) à l'exclusion de toute autre matière,O2,3
dom_classification_onu_628,1944,ALLUMETTES DE SÛRETÉ (à frottoir en carnets ou pochettes),F1,3
dom_classification_onu_629,1945,ALLUMETTES-BOUGIES,F1,3
dom_classification_onu_630,1950,AÉROSOLS asphyxiants,5A,
dom_classification_onu_631,1950,AÉROSOLS comburants,5O,
dom_classification_onu_632,1950,AÉROSOLS corrosifs,5C,
dom_classification_onu_633,1950,AÉROSOLS corrosifs comburants,5CO,
dom_classification_onu_634,1950,AÉROSOLS inflammables,5F,
dom_classification_onu_635,1950,AÉROSOLS inflammables corrosifs,5FC,
dom_classification_onu_636,1950,AÉROSOLS toxiques,5T,
dom_classification_onu_637,1950,AÉROSOLS toxiques comburants,5TO,
dom_classification_onu_638,1950,AÉROSOLS toxiques comburants corrosifs,5TOC,
dom_classification_onu_639,1950,AÉROSOLS toxiques corrosifs,5TC,
dom_classification_onu_640,1950,AÉROSOLS toxiques inflammables,5TF,
dom_classification_onu_641,1950,AÉROSOLS toxiques inflammables corrosifs,5TFC,
dom_classification_onu_642,1951,ARGON LIQUIDE RÉFRIGÉRÉ,3A,
dom_classification_onu_643,1952,OXYDE D'ÉTHYLÈNE ET DIOXYDE DE CARBONE EN MÉLANGE contenant au plus 9% d'oxyde d'éthylène,2A,
dom_classification_onu_644,1956,GAZ COMPRIMÉ N.S.A.,1A,
dom_classification_onu_645,1958,DICHLORO-12 TÉTRAFLUORO-1122 ÉTHANE (GAZ RÉFRIGÉRANT R 114),2A,
dom_classification_onu_646,1963,HÉLIUM LIQUIDE RÉFRIGÉRÉ,3A,
dom_classification_onu_647,1968,GAZ INSECTICIDE N.S.A.,2A,
dom_classification_onu_648,1970,KRYPTON LIQUIDE RÉFRIGÉRÉ,3A,
dom_classification_onu_649,1973,CHLORODIFLUORO-MÉTHANE ET CHLOROPENTAFLUOR-ÉTHANE EN MÉLANGE à point d'ébullition fixe contenant environ 49% de chlorodifluorométhane (GAZ RÉFRIGÉRANT R 502),2A,
dom_classification_onu_650,1974,BROMOCHLORODI-FLUOROMÉTHANE (GAZ RÉFRIGÉRANT R 12B1),2A,
dom_classification_onu_651,1976,OCTAFLUOROCYCLO-BUTANE (GAZ RÉFRIGÉRANT RC 318),2A,
dom_classification_onu_652,1977,AZOTE LIQUIDE RÉFRIGÉRÉ,3A,
dom_classification_onu_653,1982,TÉTRAFLUOROMÉTHANE (GAZ RÉFRIGÉRANT R 14),2A,
dom_classification_onu_654,1983,CHLORO-1 TRIFLUORO-222 ÉTHANE (GAZ RÉFRIGÉRANT R 133a),2A,
dom_classification_onu_655,1984,TRIFLUOROMÉTHANE (GAZ RÉFRIGÉRANT R 23),2A,
dom_classification_onu_656,1986,ALCOOLS INFLAMMABLES TOXIQUES N.S.A.,FT1,2
dom_classification_onu_657,1986,ALCOOLS INFLAMMABLES TOXIQUES N.S.A.,FT1,3
dom_classification_onu_658,1987,ALCOOLS N.S.A.,F1,3
dom_classification_onu_659,1987,ALCOOLS N.S.A. (pression de vapeur à 50 °C inférieure ou égale à 110 kPa),F1,2
dom_classification_onu_660,1987,ALCOOLS N.S.A. (pression de vapeur à 50 °C supérieure à 110 kPa),F1,2
dom_classification_onu_661,1988,ALDÉHYDES INFLAMMABLES TOXIQUES N.S.A.,FT1,2
dom_classification_onu_662,1988,ALDÉHYDES INFLAMMABLES TOXIQUES N.S.A.,FT1,3
dom_classification_onu_663,1989,ALDÉHYDES N.S.A.,F1,3
dom_classification_onu_664,1989,ALDÉHYDES N.S.A. (pression de vapeur à 50 °C inférieure ou égale à 110 kPa),F1,2
dom_classification_onu_665,1989,ALDÉHYDES N.S.A. (pression de vapeur à 50 °C supérieure à 110 kPa),F1,2
dom_classification_onu_666,1990,BENZALDÉHYDE,M11,3
dom_classification_onu_667,1992,LIQUIDE INFLAMMABLE TOXIQUE N.S.A.,FT1,2
dom_classification_onu_668,1992,LIQUIDE INFLAMMABLE TOXIQUE N.S.A.,FT1,3
dom_classification_onu_669,1993,LIQUIDE INFLAMMABLE N.S.A. ,F1,3
dom_classification_onu_670,1993,LIQUIDE INFLAMMABLE N.S.A. (ayant un point d¿éclair inférieur à 23 °C et visqueux selon 2.2.3.1.4) (pression de vapeur à 50 °C inférieure ou égale à 110 kPa),F1,3
dom_classification_onu_671,1993,LIQUIDE INFLAMMABLE N.S.A. (ayant un point d¿éclair inférieur à 23 °C et visqueux selon 2.2.3.1.4) (pression de vapeur à 50 °C supérieure à 110 kPa point d'ébullition supérieur à 35 °C),F1,3
dom_classification_onu_672,1993,LIQUIDE INFLAMMABLE N.S.A. (pression de vapeur à 50 °C inférieure ou égale à 110 kPa),F1,2
dom_classification_onu_673,1993,LIQUIDE INFLAMMABLE N.S.A. (pression de vapeur à 50 °C supérieure à 110 kPa),F1,2
dom_classification_onu_674,1999,GOUDRONS LIQUIDES y compris les liants routiers et les cut backs bitumineux ,F1,3
dom_classification_onu_675,1999,GOUDRONS LIQUIDES y compris les liants routiers et les cut backs bitumineux (ayant un point d¿éclair inférieur à 23 °C et visqueux selon 2.2.3.1.4) (pression de vapeur à 50 °C inférieure ou égale à 110 kPa),F1,3
dom_classification_onu_676,1999,GOUDRONS LIQUIDES y compris les liants routiers et les cut backs bitumineux (ayant un point d¿éclair inférieur à 23 °C et visqueux selon 2.2.3.1.4) (pression de vapeur à 50 °C supérieure à 110 kPa point d'ébullition supérieur à 35 °C),F1,3
dom_classification_onu_677,1999,GOUDRONS LIQUIDES y compris les liants routiers et les cut backs bitumineux (pression de vapeur à 50 °C inférieure ou égale à 110 kPa),F1,2
dom_classification_onu_678,1999,GOUDRONS LIQUIDES y compris les liants routiers et les cut backs bitumineux (pression de vapeur à 50 °C supérieure à 110 kPa),F1,2
dom_classification_onu_679,2000,CELLULOÏD en blocs barres rouleaux feuilles tubes etc. (à l'exclusion des déchets),F1,3
dom_classification_onu_680,2001,NAPHTÉNATES DE COBALT EN POUDRE,F3,3
dom_classification_onu_681,2014,PEROXYDE D'HYDROGÈNE EN SOLUTION AQUEUSE contenant au moins 20% mais au maximum 60% de peroxyde d'hydrogène (stabilisée selon les besoins),OC1,2
dom_classification_onu_682,2018,CHLORANILINES SOLIDES,T2,2
dom_classification_onu_683,2019,CHLORANILINES LIQUIDES,T1,2
dom_classification_onu_684,2020,CHLOROPHÉNOLS SOLIDES,T2,3
dom_classification_onu_685,2021,CHLOROPHÉNOLS LIQUIDES,T1,3
dom_classification_onu_686,2022,ACIDE CRÉSILIQUE,TC1,2
dom_classification_onu_687,2023,ÉPICHLORHYDRINE,TF1,2
dom_classification_onu_688,2024,COMPOSÉ LIQUIDE DU MERCURE N.S.A.,T4,2
dom_classification_onu_689,2024,COMPOSÉ LIQUIDE DU MERCURE N.S.A.,T4,3
dom_classification_onu_690,2025,COMPOSÉ SOLIDE DE MERCURE N.S.A.,T5,2
dom_classification_onu_691,2025,COMPOSÉ SOLIDE DE MERCURE N.S.A.,T5,3
dom_classification_onu_692,2026,COMPOSÉ PHÉNYLMERCURIQUE N.S.A.,T3,2
dom_classification_onu_693,2026,COMPOSÉ PHÉNYLMERCURIQUE N.S.A.,T3,3
dom_classification_onu_694,2027,ARSÉNITE DE SODIUM SOLIDE,T5,2
dom_classification_onu_695,2030,HYDRAZINE EN SOLUTION AQUEUSE contenant plus de 37% (masse) d'hydrazine ,CT1,2
dom_classification_onu_696,2030,HYDRAZINE EN SOLUTION AQUEUSE contenant plus de 37% (masse) d'hydrazine ,CT1,3
dom_classification_onu_697,2031,ACIDE NITRIQUE à l'exclusion de l'acide nitrique fumant rouge contenant au moins 65% mais au plus 70% d'acide nitrique,CO1,2
dom_classification_onu_698,2031,ACIDE NITRIQUE à l'exclusion de l'acide nitrique fumant rouge contenant moins de 65% d'acide nitrique,C1,2
dom_classification_onu_699,2033,MONOXYDE DE POTASSIUM,C6,2
dom_classification_onu_700,2036,XENON,2A,
dom_classification_onu_701,2037,RÉCIPIENTS DE FAIBLE CAPACITÉ CONTENANT DU GAZ (CARTOUCHES À GAZ) sans dispositif de détente non rechargeables,5A,
dom_classification_onu_702,2037,RÉCIPIENTS DE FAIBLE CAPACITÉ CONTENANT DU GAZ (CARTOUCHES À GAZ) sans dispositif de détente non rechargeables,5F,
dom_classification_onu_703,2037,RÉCIPIENTS DE FAIBLE CAPACITÉ CONTENANT DU GAZ (CARTOUCHES À GAZ) sans dispositif de détente non rechargeables,5O,
dom_classification_onu_704,2037,RÉCIPIENTS DE FAIBLE CAPACITÉ CONTENANT DU GAZ (CARTOUCHES À GAZ) sans dispositif de détente non rechargeables,5T,
dom_classification_onu_705,2037,RÉCIPIENTS DE FAIBLE CAPACITÉ CONTENANT DU GAZ (CARTOUCHES À GAZ) sans dispositif de détente non rechargeables,5TC,
dom_classification_onu_706,2037,RÉCIPIENTS DE FAIBLE CAPACITÉ CONTENANT DU GAZ (CARTOUCHES À GAZ) sans dispositif de détente non rechargeables,5TF,
dom_classification_onu_707,2037,RÉCIPIENTS DE FAIBLE CAPACITÉ CONTENANT DU GAZ (CARTOUCHES À GAZ) sans dispositif de détente non rechargeables,5TFC,
dom_classification_onu_708,2037,RÉCIPIENTS DE FAIBLE CAPACITÉ CONTENANT DU GAZ (CARTOUCHES À GAZ) sans dispositif de détente non rechargeables,5TO,
dom_classification_onu_709,2037,RÉCIPIENTS DE FAIBLE CAPACITÉ CONTENANT DU GAZ (CARTOUCHES À GAZ) sans dispositif de détente non rechargeables,5TOC,
dom_classification_onu_710,2038,DINITROTOLUÈNES LIQUIDES,T1,2
dom_classification_onu_711,2045,ISOBUTYRALDÉHYDE (ALDÉHYDE ISOBUTYRIQUE),F1,2
dom_classification_onu_712,2046,CYMÈNES,F1,3
dom_classification_onu_713,2047,DICHLOROPROPÈNES,F1,2
dom_classification_onu_714,2047,DICHLOROPROPÈNES,F1,3
dom_classification_onu_715,2048,DICYCLOPENTADIÈNE,F1,3
dom_classification_onu_716,2049,DIÉTHYLBENZÈNE,F1,3
dom_classification_onu_717,2050,COMPOSÉS ISOMERIQUES DU DIISOBUTYLÈNE,F1,2
dom_classification_onu_718,2051,DIMÉTHYLAMINO-2 ÉTHANOL,CF1,2
dom_classification_onu_719,2052,DIPENTÈNE,F1,3
dom_classification_onu_720,2053,ALCOOL MÉTHYLAMYLIQUE,F1,3
dom_classification_onu_721,2055,STYRÈNE MONOMÈRE STABILISÉ,F1,3
dom_classification_onu_722,2056,TÉTRAHYDROFURANNE,F1,2
dom_classification_onu_723,2057,TRIPROPYLÈNE,F1,2
dom_classification_onu_724,2057,TRIPROPYLÈNE,F1,3
dom_classification_onu_725,2058,VALÉRALDÉHYDE,F1,2
dom_classification_onu_726,2059,NITROCELLULOSE EN SOLUTION INFLAMMABLE contenant au plus 126% (rapporté à la masse sèche) d'azote et 55% de nitrocellulose,D,3
dom_classification_onu_727,2059,NITROCELLULOSE EN SOLUTION INFLAMMABLE contenant au plus 126% (rapporté à la masse sèche) d'azote et 55% de nitrocellulose (pression de vapeur à 50 °C inférieure ou égale à 110 kPa),D,2
dom_classification_onu_728,2059,NITROCELLULOSE EN SOLUTION INFLAMMABLE contenant au plus 126% (rapporté à la masse sèche) d'azote et 55% de nitrocellulose (pression de vapeur à 50 °C supérieure à 110 kPa),D,2
dom_classification_onu_729,2067,ENGRAIS AU NITRATE D'AMMONIUM,O2,3
dom_classification_onu_730,2073,AMMONIAC EN SOLUTION AQUEUSE de densité relative inférieure à 0880 à 15 °C contenant plus de 35% mais au plus 50% d'ammoniac,4A,
dom_classification_onu_731,2074,ACRYLAMIDE SOLIDE,T2,3
dom_classification_onu_732,2075,CHLORAL ANHYDRE STABILISÉ,T1,2
dom_classification_onu_733,2076,CRÉSOLS LIQUIDES,TC1,2
dom_classification_onu_734,2077,alpha-NAPHTYLAMINE,T2,3
dom_classification_onu_735,2078,DIISOCYANATE DE TOLUÈNE,T1,2
dom_classification_onu_736,2079,DIÉTHYLÈNETRIAMINE,C7,2
dom_classification_onu_737,2187,DIOXYDE DE CARBONE LIQUIDE RÉFRIGÉRÉ,3A,
dom_classification_onu_738,2193,HEXAFLUORÉTHANE (GAZ RÉFRIGÉRANT R 116),2A,
dom_classification_onu_739,2205,ADIPONITRILE,T1,3
dom_classification_onu_740,2206,ISOCYANATES TOXIQUES N.S.A. ou ISOCYANATE TOXIQUE EN SOLUTION N.S.A.,T1,2
dom_classification_onu_741,2206,ISOCYANATES TOXIQUES N.S.A. ou ISOCYANATE TOXIQUE EN SOLUTION N.S.A.,T1,3
dom_classification_onu_742,2208,HYPOCHLORITE DE CALCIUM EN MÉLANGE SEC contenant plus de 10% mais 39% au maximum de chlore actif,O2,3
dom_classification_onu_743,2209,FORMALDÉHYDE EN SOLUTION contenant au moins 25% de formaldéhyde,C9,3
dom_classification_onu_744,2211,POLYMÈRES EXPANSIBLES EN GRANULÉS dégageant des vapeurs inflammables,M3,3
dom_classification_onu_745,2212,AMIANTE BLEU (crocidolite) ou AMIANTE BRUN (amosite ou mysorite),M1,2
dom_classification_onu_746,2213,PARAFORMALDÉHYDE,F1,3
dom_classification_onu_747,2214,ANHYDRIDE PHTALIQUE contenant plus de 005% d'anhydride maléique,C4,3
dom_classification_onu_748,2215,ANHYDRIDE MALÉIQUE,C4,3
dom_classification_onu_749,2218,ACIDE ACRYLIQUE STABILISÉ,CF1,2
dom_classification_onu_750,2219,ÉTHER ALLYLGLYCIDIQUE,F1,3
dom_classification_onu_751,2222,ANISOLE,F1,3
dom_classification_onu_752,2224,BENZONITRILE,T1,2
dom_classification_onu_753,2225,CHLORURE DE BENZÈNESULFONYLE,C3,3
dom_classification_onu_754,2226,CHLORURE DE BENZYLIDYNE,C9,2
dom_classification_onu_755,2227,MÉTHACRYLATE DE n-BUTYLE STABILISÉ,F1,3
dom_classification_onu_756,2233,CHLORANISIDINES,T2,3
dom_classification_onu_757,2234,FLUORURES DE CHLOROBENZYLIDYNE,F1,3
dom_classification_onu_758,2235,CHLORURES DE CHLOROBENZYLE LIQUIDES,T1,3
dom_classification_onu_759,2236,ISOCYANATE DE CHLORO-3 MÉTHYL-4 PHÉNYLE LIQUIDE,T1,2
dom_classification_onu_760,2237,CHLORONITRANILINES,T2,3
dom_classification_onu_761,2238,CHLOROTOLUÈNES,F1,3
dom_classification_onu_762,2239,CHLOROTOLUIDINES SOLIDES,T2,3
dom_classification_onu_763,2241,CYCLOHEPTANE,F1,2
dom_classification_onu_764,2242,CYCLOHEPTÈNE,F1,2
dom_classification_onu_765,2243,ACÉTATE DE CYCLOHEXYLE,F1,3
dom_classification_onu_766,2244,CYCLOPENTANOL,F1,3
dom_classification_onu_767,2245,CYCLOPENTANONE,F1,3
dom_classification_onu_768,2246,CYCLOPENTÈNE,F1,2
dom_classification_onu_769,2247,n-DÉCANE,F1,3
dom_classification_onu_770,2248,DI-n-BUTYLAMINE,CF1,2
dom_classification_onu_771,2250,ISOCYANATES DE DICHLOROPHÉNYLE,T2,2
dom_classification_onu_772,2251,BICYCLO [2.2.1] HEPTADIÈNE-25 STABILISÉ (NORBORNADIÈNE-25 STABILISÉ),F1,2
dom_classification_onu_773,2252,DIMÉTHOXY-12 ÉTHANE,F1,2
dom_classification_onu_774,2253,NN-DIMÉTHYLANILINE,T1,2
dom_classification_onu_775,2254,ALLUMETTES-TISONS,F1,3
dom_classification_onu_776,2256,CYCLOHEXÈNE,F1,2
dom_classification_onu_777,2258,PROPYLÈNE-12 DIAMINE,CF1,2
dom_classification_onu_778,2259,TRIÉTHYLÈNE-TÉTRAMINE,C7,2
dom_classification_onu_779,2260,TRIPROPYLAMINE,FC,3
dom_classification_onu_780,2261,XYLÉNOLS SOLIDES,T2,2
dom_classification_onu_781,2262,CHLORURE DE DIMÉTHYLCARBAMOYLE,C3,2
dom_classification_onu_782,2263,DIMÉTHYLCYCLO-HEXANES,F1,2
dom_classification_onu_783,2264,NN-DIMÉTHYLCYCLO-HEXYLAMINE,CF1,2
dom_classification_onu_784,2265,NN-DIMÉTHYL-FORMAMIDE,F1,3
dom_classification_onu_785,2266,NN-DIMÉTHYL-PROPYLAMINE,FC,2
dom_classification_onu_786,2267,CHLORURE DE DIMÉTHYLTHIO-PHOSPHORYLE,TC1,2
dom_classification_onu_787,2269,IMINOBISPROPYLAMINE-33',C7,3
dom_classification_onu_788,2270,ÉTHYLAMINE EN SOLUTION AQUEUSE contenant au moins 50% mais au maximum 70% (masse) d'éthylamine,FC,2
dom_classification_onu_789,2271,ÉTHYLAMYLCÉTONE,F1,3
dom_classification_onu_790,2272,N-ÉTHYLANILINE,T1,3
dom_classification_onu_791,2273,ÉTHYL-2 ANILINE,T1,3
dom_classification_onu_792,2274,N-ÉTHYL N-BENZYLANILINE,T1,3
dom_classification_onu_793,2275,ÉTHYL-2 BUTANOL,F1,3
dom_classification_onu_794,2276,ÉTHYL-2 HEXYLAMINE,FC,3
dom_classification_onu_795,2277,MÉTHACRYLATE D'ÉTHYLE STABILISÉ,F1,2
dom_classification_onu_796,2278,n-HEPTÈNE,F1,2
dom_classification_onu_797,2279,HEXACHLORO-BUTADIÈNE,T1,3
dom_classification_onu_798,2280,HEXAMÉTHYLÈNE-DIAMINE SOLIDE,C8,3
dom_classification_onu_799,2281,DIISOCYANATE D'HEXAMÉTHYLÈNE,T1,2
dom_classification_onu_800,2282,HEXANOLS,F1,3
dom_classification_onu_801,2283,MÉTHACRYLATE D'ISOBUTYLE STABILISÉ,F1,3
dom_classification_onu_802,2284,ISOBUTYRONITRILE,FT1,2
dom_classification_onu_803,2285,FLUORURES D'ISOCYA-NATOBENZYLIDYNE,TF1,2
dom_classification_onu_804,2286,PENTAMÉTHYLHEPTANE,F1,3
dom_classification_onu_805,2287,ISOHEPTÈNES,F1,2
dom_classification_onu_806,2288,ISOHEXÈNES,F1,2
dom_classification_onu_807,2289,ISOPHORONEDIAMINE,C7,3
dom_classification_onu_808,2290,DIISOCYANATE D'ISOPHORONE,T1,3
dom_classification_onu_809,2291,COMPOSÉ SOLUBLE DU PLOMB N.S.A.,T5,3
dom_classification_onu_810,2293,METHOXY-4 MÉTHYL-4 PENTANONE-2,F1,3
dom_classification_onu_811,2294,N-MÉTHYLANILINE,T1,3
dom_classification_onu_812,2296,MÉTHYLCYCLOHEXANE,F1,2
dom_classification_onu_813,2297,MÉTHYLCYCLO-HEXANONE,F1,3
dom_classification_onu_814,2298,MÉTHYLCYCLO- PENTANE,F1,2
dom_classification_onu_815,2299,DICHLORACÉTATE DE MÉTHYLE,T1,3
dom_classification_onu_816,2300,MÉTHYL-2 ÉTHYL-5 PYRIDINE,T1,3
dom_classification_onu_817,2301,MÉTHYL-2 FURANNE,F1,2
dom_classification_onu_818,2302,MÉTHYL-5 HEXANONE-2,F1,3
dom_classification_onu_819,2303,ISOPROPÉNYLBENZÈNE,F1,3
dom_classification_onu_820,2305,ACIDE NITROBENZÈNE-SULFONIQUE,C4,2
dom_classification_onu_821,2306,FLUORURES DE NITROBENZYLIDYNE LIQUIDES,T1,2
dom_classification_onu_822,2307,FLUORURE DE NITRO-3 CHLORO-4 BENZYLIDYNE,T1,2
dom_classification_onu_823,2308,HYDROGÉNOSULFATE DE NITROSYLE LIQUIDE,C1,2
dom_classification_onu_824,2309,OCTADIÈNES,F1,2
dom_classification_onu_825,2310,PENTANEDIONE-24,FT1,3
dom_classification_onu_826,2311,PHÉNÉTIDINES,T1,3
dom_classification_onu_827,2313,PICOLINES,F1,3
dom_classification_onu_828,2315,DIPHÉNYLES POLYCHLORÉS LIQUIDES,M2,2
dom_classification_onu_829,2319,HYDROCARBURES TERPENIQUES N.S.A.,F1,3
dom_classification_onu_830,2320,TÉTRAÉTHYLÈNE-PENTAMINE,C7,3
dom_classification_onu_831,2321,TRICHLOROBENZÈNES LIQUIDES,T1,3
dom_classification_onu_832,2322,TRICHLOROBUTÈNE,T1,2
dom_classification_onu_833,2323,PHOSPHITE DE TRIÉTHYLE,F1,3
dom_classification_onu_834,2324,TRIISOBUTYLÈNE,F1,3
dom_classification_onu_835,2325,TRIMÉTHYL-135 BENZÈNE,F1,3
dom_classification_onu_836,2326,TRIMÉTHYLCYCLO-HEXYLAMINE,C7,3
dom_classification_onu_837,2327,TRIMÉTHYLHEXA-MÉTHYLÈNEDIAMINES,C7,3
dom_classification_onu_838,2328,DIISOCYANATE DE TRIMÉTHYLHEXA-MÉTHYLÈNE,T1,3
dom_classification_onu_839,2329,PHOSPHITE DE TRIMÉTHYLE,F1,3
dom_classification_onu_840,2330,UNDECANE,F1,3
dom_classification_onu_841,2331,CHLORURE DE ZINC ANHYDRE,C2,3
dom_classification_onu_842,2332,ACÉTALDOXIME,F1,3
dom_classification_onu_843,2333,ACÉTATE D'ALLYLE,FT1,2
dom_classification_onu_844,2335,ÉTHER ALLYLÉTHYLIQUE,FT1,2
dom_classification_onu_845,2338,FLUORURE DE BENZYLIDYNE,F1,2
dom_classification_onu_846,2339,BROMO-2 BUTANE,F1,2
dom_classification_onu_847,2340,ÉTHER BROMO-2 ÉTHYLÉTHYLIQUE,F1,2
dom_classification_onu_848,2341,BROMO-1 MÉTHYL-3 BUTANE,F1,3
dom_classification_onu_849,2342,BROMOMÉTHYL-PROPANES,F1,2
dom_classification_onu_850,2343,BROMO-2 PENTANE,F1,2
dom_classification_onu_851,2344,BROMOPROPANES,F1,2
dom_classification_onu_852,2344,BROMOPROPANES,F1,3
dom_classification_onu_853,2345,BROMO-3 PROPYNE,F1,2
dom_classification_onu_854,2346,BUTANEDIONE,F1,2
dom_classification_onu_855,2347,MERCAPTAN BUTYLIQUE,F1,2
dom_classification_onu_856,2348,ACRYLATES DE BUTYLE STABILISÉS,F1,3
dom_classification_onu_857,2350,ÉTHER BUTYLMÉTHYLIQUE,F1,2
dom_classification_onu_858,2351,NITRITES DE BUTYLE,F1,2
dom_classification_onu_859,2351,NITRITES DE BUTYLE,F1,3
dom_classification_onu_860,2352,ÉTHER BUTYLVINYLIQUE STABILISÉ,F1,2
dom_classification_onu_861,2353,CHLORURE DE BUTYRYLE,FC,2
dom_classification_onu_862,2354,ÉTHER CHLORO-MÉTHYLÉTHYLIQUE,FT1,2
dom_classification_onu_863,2357,CYCLOHEXYLAMINE,CF1,2
dom_classification_onu_864,2358,CYCLOOCTATÉTRAÈNE,F1,2
dom_classification_onu_865,2359,DIALLYLAMINE,FTC,2
dom_classification_onu_866,2360,ÉTHER DIALLYLIQUE,FT1,2
dom_classification_onu_867,2361,DIISOBUTYLAMINE,FC,3
dom_classification_onu_868,2362,DICHLORO-11 ÉTHANE,F1,2
dom_classification_onu_869,2364,n-PROPYLBENZÈNE,F1,3
dom_classification_onu_870,2366,CARBONATE D'ÉTHYLE,F1,3
